Rating (1-5),Ulasan,text_clean,text_clean_stemming
5,"Hotel nya kelas bintang 5, luas kamarnya",hotel ya kelas bintang luas kamar,kelas bintang luas
5,Opsi no 1 ketika menginap di Surabaya Cocok untuk perjalanan dinas maupun liburan dengan keluarga. Kolam renang & Gym yg sangat memadai. Menu sarapan...one of the best 👍👍👍,opsi no ketika menginap di surabaya cocok untuk perjalanan dinas maupun liburan dengan keluarga kolam renang gym yang sangat memadai menu sarapan one of the best,opsi no inap surabaya cocok jalan dinas libur keluarga renang gym menu sarap one of the
2,"Staff hotel sangat membantu dan ramah  , namun kamar , kolam renang dan koridornyaaa , aduhh banget  sampai terheran heran saya ini bintang 5 kok gini kamarnya, karpetnya bau, ac kotor , wc kotor, silahkan di lihat saja kolam renangnya awalnya  expetasi saya sangat tinggi mengingat ini hotel bintang 5 namun setelah melihat dari atas, kaget banget saya, kyk abandoned building nda berani saya ajak anak renang di sana, tolong lah berbenahhh , saya kira dengan harga yang murah saya bisa dapat fasilitas yang bintang 5 tersebut, ternyata saya salah , jujur saya kecewa , parkirannya luas sih, tapi coba saja jam 11 malam anda sendirian di sana 😄 feeling2 nya kacau banget",staff hotel sangat membantu dan ramah namun kamar kolam renang dan koridornya aduh banget sampai terheran heran saya ini bintang kok begini kamarnya karpetnya bau ac kotor wc kotor silakan di lihat saja kolam renangnya awalnya expetasi saya sangat tinggi mengingat ini hotel bintang namun setelah melihat dari atas kaget banget saya seperti abandoned building indak berani saya ajak anak renang di sana tolong lah berbenah saya kira dengan harga yang murah saya bisa dapat fasilitas yang bintang tersebut ternyata saya salah jujur saya kecewa parkirannya luas sih tapi coba saja jam malam anda sendirian di sana feeling ya kacau banget,bantu ramah renang koridor aduh heran heran bintang karpet bau ac kotor wc kotor sila renang expetasi bintang kaget abandoned building indak berani ajak renang tolong benah harga murah bintang salah jujur kecewa parkir luas malam feeling kacau
5,Bangunan lama tapi tetap bersih dan terawat. Pengalaman menginap yg baik dan worth it. Breakfast di dominasi makanan lokal dan banyak pilihan,bangunan lama tapi tetap bersih dan terawat pengalaman menginap yang baik dan worth it breakfast di dominasi makanan lokal dan banyak pilihan,bangun bersih awat alam inap worth it dominasi makan lokal pilih
5,"Sangat menyenangkan liburan di hotel bumi Surabaya, anak² jg senang. Kolam renang besar, ada kolam berendam air hangat. Kamar luas sampai anak² bisa main Petak umpet, hehehe.. Fasilitas kamar lengkap sesuai diskripsi di Traveloka. Mengutamakan protokol kesehatan. Untuk breakfast nasi goreng & mihunnya pedas, jd anak² gak bisa makan tp msh ada beberapa pilihan menu yg lainnya.",sangat menyenangkan liburan di hotel bumi surabaya anak juga senang kolam renang besar ada kolam berendam air hangat kamar luas sampai anak bisa main petak umpet hehehe fasilitas kamar lengkap sesuai diskripsi di traveloka mengutamakan protokol kesehatan untuk breakfast nasi goreng mihunnya pedas jadi anak tidak bisa makan tapi masih ada beberapa pilihan menu yang lainnya,senang libur bumi surabaya senang renang rendam air hangat luas main petak umpet hehehe lengkap sesuai skripsi traveloka utama protokol sehat nasi goreng mihun pedas makan pilih menu
4,Hotel lama yang masih sangat terawat.. terletak di jantung kota Surabaya.. sangat strategis dan dekat kemana mana.. pernah menjadi hotel yg sangat wahh dijaman nya... Kamar luas dan nyaman.. amenities lengkap.. cuman emang tampilan kamar nya uda jadul.. tp tetap nyaman..  Tempat breakfast yg asri dan nyaman seperti ditengah tengah taman sari kerajaan yg bikin susah move on dr hotel ini..  Kolam renang nya juga oke banget.. dalam dan panjang nya pass.. dilengkapi dengan jacuzzi juga.. Sayangnya kmren belum sempat coba jacuzzi nya..,hotel lama yang masih sangat terawat terletak di jantung kota surabaya sangat strategis dan dekat kemana mana pernah menjadi hotel yang sangat wah dijaman nya kamar luas dan nyaman amenities lengkap cuman memang tampilan kamar ya sudah jadul tapi tetap nyaman tempat breakfast yang asri dan nyaman seperti ditengah tengah taman sari kerajaan yang bikin susah move on dari hotel ini kolam renang ya juga baik banget dalam dan panjang ya pass dilengkapi dengan jacuzzi juga sayangnya kemarin belum sempat coba jacuzzi nya,awat letak jantung kota surabaya strategis luas amenities lengkap cuman tampil jadul asri sari raja susah move on renang pass lengkap jacuzzi sayang kemarin jacuzzi
4,"Ini merupakan hotel langganan saya apabila saya sedang berkunjung ke surabaya. Kesan pertama pada saat anda memasuki are lobby adalah WOW!! benar-benar asri, harum, sejuk, serta nyaman. Staff nya pun menyambut kami dengan ramah. Pelayanan yang ada pun tergolong sangat ciamik sekali hehe. Memasuki kamar, kesan pertama yang ada yaitu luas. Maklum hotel ini bekas hotel hyatt yang berganti nama menjadi bumi surabaya city resort. Hampir tidak ada perbedaan yang menjorok mengenai hotel ini sebelum berganti nama menjadi bumi surabaya. Namun ada beberapa yang perlu diperbaiki mengenai kebersihan kamar. Ada beberapa sudut yang masih terlihat agak kotor. But overall its Good!!. Mengenai breakfast yang ditawarkan, wah aneka variasi makanan nya pun sangatlah beragam, mulai dari indonesia, western, japanese, dll. Fasilitas yang ada di hotel pun sangatlah lengkap mulai dari whirlpool, swimming pool, dll.",ini merupakan hotel langganan saya apabila saya sedang berkunjung ke surabaya kesan pertama pada saat anda memasuki are lobby adalah wow benar benar asri harum sejuk serta nyaman staff ya pun menyambut kami dengan ramah pelayanan yang ada pun tergolong sangat ciamik sekali hehe memasuki kamar kesan pertama yang ada yaitu luas maklum hotel ini bekas hotel hyatt yang berganti nama menjadi bumi surabaya city resort hampir tidak ada perbedaan yang menjorok mengenai hotel ini sebelum berganti nama menjadi bumi surabaya namun ada beberapa yang perlu diperbaiki mengenai kebersihan kamar ada beberapa sudut yang masih terlihat agak kotor but overall its good mengenai breakfast yang ditawarkan wah aneka variasi makanan ya pun sangatlah beragam mulai dari indonesia western japanese dll fasilitas yang ada di hotel pun sangatlah lengkap mulai dari whirlpool swimming pool dll,langgan kunjung surabaya kesan pasuk are lobby wow asri harum sejuk sambut ramah layan golong ciamik hehe pasuk kesan luas maklum bekas hyatt ganti bumi surabaya city resort beda jorok ganti bumi surabaya bersih sudut kotor but overall its tawar aneka variasi makan agam indonesia western japanese lengkap whirlpool swimming pool
5,"Hotel rekomen banget ini... masuk ke lobby disambut gending jawa plus aroma terapi (tapi sayangnya ga sewangi dan seadem sebelum pandemi).  Kamar bersih, fasilitas komplit (meja rias, sofa santai, bathup, teh kopi dll).  Untuk makan pagi banyak menunya. Mulai menu tradisional jawa hingga menu internasional. Tidak perlu bercerita banyak untuk menggambarkan bagaimana nyamannya hotel ini. Silahkan dicoba saja 😊😊😊. Bintang 5 banget deh...",hotel rekomen banget ini masuk ke lobby disambut gending jawa plus aroma terapi tapi sayangnya tidak sewangi dan seadem sebelum pandemi kamar bersih fasilitas komplit meja rias sofa santai bathup teh kopi dll untuk makan pagi banyak menunya mulai menu tradisional jawa hingga menu internasional tidak perlu bercerita banyak untuk menggambarkan bagaimana nyamannya hotel ini silakan dicoba saja bintang banget deh,rekomen lobby sambut gending jawa plus aroma terapi sayang wang adem pandemi bersih komplit meja rias sofa santai bathup teh kopi makan pagi menu menu tradisional jawa menu internasional cerita gambar sila bintang
5,Nyaman kamar besar Ada ruang hijau . Dekat dengan pusat makanan Dan belanja /mall.sarapan Banyak macamnya,nyaman kamar besar ada ruang hijau dekat dengan pusat makanan dan belanja mall sarapan banyak macamnya,ruang hijau pusat makan belanja mall sarap
4,"Dapet kamar yg hadap selatan, jadi keliatan gunung, love the view.  Selama ppkm, makanan diantar ke kamar, jadi bukan prasmanan. Nasi gorengnya enak.  Staff receptionist kok menurut saya kurang ramah ya, selama nginep disini yang pernah kasih salam seperti selamat siang, cuman 1 orang.",dapat kamar yang hadap selatan jadi kelihatan gunung love the view selama ppkm makanan diantar ke kamar jadi bukan prasmanan nasi gorengnya enak staff receptionist kok menurut saya kurang ramah ya selama menginap di sini yang pernah kasih salam seperti selamat siang cuman orang,selatan gunung love the view ppkm makan prasmanan nasi goreng receptionist ramah inap kasih selamat siang cuman
5,"Hotel yang bergaya klasik namun mewah sekali. Pelayanan sangat baik, pegawai ramah dan sopan. Area hotel ini sangat luas dengan tatanan yang menarik disertai taman yang sejuk dan rindang untuk tempat bersantai sambil menyantap hidangan sarapan. Menu sarapannya sangat beraneka ragam, ada menu tradisional, luar negeri (Jepang), beberapa makanan ringan, dan hidangan penutup mulut. Rasa makanannya tidak usah diragukan lagi, sangat nikmat, mantaapp.... Rasanya ingin mencoba semua hidangan, hehehe. Disini tersedia kolam renang dan tempat olahraga. Ruang kamar tidur luas, dilengkapi perabotan seperti sofa, meja, mini bar, brankas, lemari, setrika dan papannya. Kebersihan kamar tidur dan kamar mandi terjaga. O iya, disini bisa request dekorasi tempat tidur bagi yang ingin merayakan anniversary seperti ulang tahun pernikahan. Dekorasinya ada yang tanpa biaya dan ada pula yang berbayar tergantung model yang diinginkan. Saat itu saya pesan dekorasinya yang gratis, model angsa dengan taburan bunga mawar, hehehhehe. Hotel ini benar-benar memberikan suasana yang tenang dan nyaman. Sangat berkesan...",hotel yang bergaya klasik namun mewah sekali pelayanan sangat baik pegawai ramah dan sopan area hotel ini sangat luas dengan tatanan yang menarik disertai taman yang sejuk dan rindang untuk tempat bersantai sambil menyantap hidangan sarapan menu sarapannya sangat beraneka ragam ada menu tradisional luar negeri jepang beberapa makanan ringan dan hidangan penutup mulut rasa makanannya tidak usah diragukan lagi sangat nikmat mantaapp rasanya ingin mencoba semua hidangan hehehe di sini tersedia kolam renang dan tempat olahraga ruang kamar tidur luas dilengkapi perabotan seperti sofa meja mini bar brankas lemari setrika dan papannya kebersihan kamar tidur dan kamar mandi terjaga o iya di sini bisa request dekorasi tempat tidur bagi yang ingin merayakan anniversary seperti ulang tahun pernikahan dekorasinya ada yang tanpa biaya dan ada pula yang berbayar tergantung model yang diinginkan saat itu saya pesan dekorasinya yang gratis model angsa dengan taburan bunga mawar hehehhehe hotel ini benar benar memberikan situasi yang tenang dan nyaman sangat berkesan,gaya klasik mewah layan ramah sopan area luas tatanan tarik sejuk rindang santa santap hidang sarap menu sarap aneka ragam menu tradisional negeri jepang makan ringan hidang tutup mulut makan ragu nikmat mantaapp hidang hehehe sedia renang olahraga ruang tidur luas lengkap perabot sofa meja mini bar brankas lemari setrika papan bersih tidur mandi jaga request dekorasi tidur raya anniversary ulang nikah dekorasi biaya bayar gantung model pesan dekorasi gratis model angsa tabur bunga mawar hehehhehe situasi tenang kesan
4,"Makanannya enak-enak hanya saja peletakannya kurang strategis, seperti makanan jepang yang terpisah dan terpencil jd tidak langsung terlihat dan terjangkau oleh para tamu. Baru tau kalau ada japanese food setelah melihat tamu lain yang membawanya.",makanannya enak enak hanya saja peletakannya kurang strategis seperti makanan jepang yang terpisah dan terpencil jadi tidak langsung terlihat dan terjangkau oleh para tamu baru tau kalau ada japanese makanan setelah melihat tamu lain yang membawanya,makan leta strategis makan jepang pisah pencil jangkau tamu japanese makan tamu bawa
5,"Bumi ini harga roomnya paling murah dibandingin 5* lainnya. Meski gitu yang termasuk didapetin ga kalah oke.  Ruangannya besar, kasur empuk. Suka sama kamar mandinya yang besar dan terpisah2. Bathtubnya pun dengan pemandangan kota. Kolam renangnya juga besar, bener2 pas buat olahraga, banyak spacenya, fasilitas lain seperti gym juga oke. Untuk makanan variantnya banyak banget disini. Rasa juga enak. Lokasinya deket tunjungan jd enak kl mau jalan2.",bumi ini harga roomnya paling murah dibandingin lainnya meski begitu yang termasuk didapetin tidak kalah oke ruangannya besar kasur empuk suka sama kamar mandinya yang besar dan terpisah bathtubnya pun dengan pemandangan kota kolam renangnya juga besar benar benar ketika buat olahraga banyak spacenya fasilitas lain seperti gym juga oke untuk makanan variantnya banyak banget disini rasa juga enak lokasinya dekat tunjungan jadi enak kalau mau jalan,bumi harga roomnya murah dibandingin didapetin kalah ruang kasur empuk suka mandi pisah bathtubnya pandang kota renang olahraga spacenya gym makan variantnya tunjung jalan
1,"Pesan kamar Classic + Breakfast via traveloka untuk semalam dari tanggal 04 Juli - 05 Juli 2020. Di resepsionis diberi kertas menu untuk memilih menu sarapan, tertulis jam berapa sarapan ingin di hidangkan, saya tulis jam 8 pagi. Tepat jam 8 pagi saya sampe Arum Manis Resto, petugas sangat tidak ramah menyuruh untuk menunggu. Setelah mendapat meja, makanan tidak kunjung datang, hingga 60 menit kemudian (jam 9) beberapa orang yang datang setelah saya mulai komplain karena makanan belum juga datang, namun anehnya ada beberapa orang yang datang belakangan, 10 menit setelah mereka duduk, mereka sudah mendapat makanannya 90 menit kemudian (9.30) ada seorang petugas yang menghampiri meja saya dan menanyakan saya dari kamar nomer berapa. Saat saya tanya ada masalah apa hingga 90 menit makanan belum keluar juga, namun si petugas berlalu begitu saja tanpa menjawab pertanyaan saya. Hingga akhirnya jam 10 pagi (120 menit sejak saya datang) saya memutuskan untuk meninggalkan restoran karna sudah sangat keterlaluan, saya tetap tidak mendapatkan jawaban ada masalah apa saat checkout pun saya tanya ke petugas FO, petugas tidak memberikan jawaban yang memuaskan dengan alasan tidak tau apa yang terjadi di Resto sebuah pelayanan yang amat buruk untuk hotel bintang 5 seperti Bumi",pesan kamar classic breakfast via traveloka untuk semalam dari tanggal juli juli di resepsionis diberi kertas menu untuk memilih menu sarapan tertulis jam berapa sarapan ingin di hidangkan saya tulis jam pagi tepat jam pagi saya sampai arum manis resto petugas sangat tidak ramah menyuruh untuk menunggu setelah mendapat meja makanan tidak kunjung datang hingga menit kemudian jam beberapa orang yang datang setelah saya mulai komplain karena makanan belum juga datang namun anehnya ada beberapa orang yang datang belakangan menit setelah mereka duduk mereka sudah mendapat makanannya menit kemudian ada seorang petugas yang menghampiri meja saya dan menanyakan saya dari kamar nomer berapa saat saya tanya ada masalah apa hingga menit makanan belum keluar juga namun sih petugas berlalu begitu saja tanpa menjawab pertanyaan saya hingga akhirnya jam pagi menit sejak saya datang saya memutuskan untuk meninggalkan restoran karena sudah sangat keterlaluan saya tetap tidak mendapatkan jawaban ada masalah apa saat check out pun saya tanya ke petugas fo petugas tidak memberikan jawaban yang memuaskan dengan alasan tidak tau apa yang terjadi di restoran sebuah pelayanan yang amat buruk untuk hotel bintang seperti bumi,pesan classic traveloka malam tanggal juli juli resepsionis kertas menu pilih menu sarap tulis sarap hidang tulis pagi pagi arum manis tugas ramah suruh tunggu meja makan kunjung menit komplain makan aneh menit duduk makan menit tugas meja nomer menit makan tugas pagi menit putus tinggal tugas fo tugas muas alas buah layan buruk bintang bumi
1,Parkir e mahall polllll,parkir e mahal pol,parkir mahal pol
5,Puas skali... ad bathup nya Bersih nyaman dan sejuk,puas skali ada bathup ya bersih nyaman dan sejuk,puas skali bathup bersih sejuk
4,Staf semua ramah..kamar enak..mungkin suasana ny saja perlu d dekor ulang agar lebih terkesan modern.serta makanan klo bs menu d ganti tiap hari biar tamu merasa nyaman.,staf semua ramah kamar enak mungkin situasi nya saja perlu di dekor ulang agar lebih terkesan modern serta makanan kalau bisa menu di ganti tiap hari biar tamu merasa nyaman,staf ramah situasi dekor ulang kes modern makan menu ganti tamu
5,Hotelnya rindang & asri. Banyak patung dan hiasan khas Indonesia.  Setiap pengunjung yang datang harus melewati bilik disinfektan dan dicek suhu tubuh. Para staf ramah.  Opsi makanan saat makan siang & malam ternyata sama persis (mungkin bisa jadi pertimbangan bagi yang ingin staycation dan hanya di hotel tidak ke mana-mana). Saat sarapan cukup ramai tapi masih dapat mengambil jarak. Bagian yang outdoor lebih diminati.  Kolam renangnya dibatasi hanya pada waktu tertentu.,hotel rindang asri banyak patung dan hiasan khas indonesia setiap pengunjung yang datang harus melewati bilik disinfektan dan dicek suhu tubuh para staf ramah opsi makanan saat makan siang malam ternyata sama persis mungkin bisa jadi pertimbangan bagi yang ingin staycation dan hanya di hotel tidak ke mana mana saat sarapan cukup ramai tapi masih dapat mengambil jarak bagian yang outdoor lebih diminati kolam renangnya dibatasi hanya pada waktu tertentu,rindang asri patung hias khas indonesia unjung bilik disinfektan cek suhu tubuh staf ramah opsi makan makan siang malam persis timbang staycation sarap ramai ambil jarak outdoor mati renang batas
5,"Aroma rempahnya yg khas itu ngga ditemui di hotel lain... Begitu masuk receptionist, aroma rempahnya langsung menenangkan... Restonya very recommended, banyak option makanan, tempatnya nyaman, indoor maupun outdoor. Sayang penerangan area hotel minim, banyak spot2 yg terkesan gelap. Saya pribadi ngga berani jika sendirian keliling hotel di area yg gelap tersebut.",aroma rempahnya yang khas itu tidak ditemui di hotel lain begitu masuk receptionist aroma rempahnya langsung menenangkan restonya very recommended banyak option makanan tempatnya nyaman indoor maupun outdoor sayang penerangan area hotel minim banyak spot yang terkesan gelap saya pribadi tidak berani jika sendirian keliling hotel di area yang gelap tersebut,aroma rempah khas temu receptionist aroma rempah tenang restonya very recommended option makan indoor outdoor sayang terang area minim spot kes gelap pribadi berani keliling area gelap
5,"Hotel resort di pusat kota Surabaya dengan suasana asri dan layanan full. Petugas ramah dan responsif. Protokol kesehatan diterapkan secara baik dan menenangkan tamu. Harga termasuk memuaskan, sesuai dengan fasilitas dan layanan. Lokasi hotel tidak jauh dari berbagai pusat keramaian seperti Tunjungan Plaza, Grand City, Kwetiauw Apeng dll. Yang paling istimewa adalah menu makanan yang sangat direkomendasikan untuk memberi pengalaman menginap yang luar biasa.",hotel resort di pusat kota surabaya dengan situasi asri dan layanan full petugas ramah dan responsif protokol kesehatan diterapkan secara baik dan menenangkan tamu harga termasuk memuaskan sesuai dengan fasilitas dan layanan lokasi hotel tidak jauh dari berbagai pusat keramaian seperti tunjungan plaza grand city kwetiauw apeng dll yang paling istimewa adalah menu makanan yang sangat direkomendasikan untuk memberi pengalaman menginap yang luar biasa,resort pusat kota surabaya situasi asri layan full tugas ramah responsif protokol sehat terap tenang tamu harga muas sesuai layan pusat ramai tunjung plaza grand city kwetiauw apeng istimewa menu makan rekomendasi alam inap
5,Restaurant dgn konsep outdoor tradisional sangat bagus. Walaupun ooutdoor tapi bersih dan rapi. Sayangnya tidak bebas asap rokok. Sebaiknya bebas asap rokok karena kita ingin menikmati suasana resto outdoor dgn udara yang segar juga. Kamar sudah mulai outdated interior design nya tp tertolong karena ada bathtub dan shower berfungsi baik. AC kamar dingin dan bisa diatur fan dan tempertaur nya. Pasti kembali lagi ke bumi surabaya dgn syarat Siti Inggil bebas asap rokok,restaurant dengan konsep outdoor tradisional sangat bagus walaupun ooutdoor tapi bersih dan rapi sayangnya tidak bebas asap rokok sebaiknya bebas asap rokok karena kita ingin menikmati situasi restoran outdoor dengan udara yang segar juga kamar sudah mulai outdated interior design ya tapi tertolong karena ada bathtub dan shower berfungsi baik ac kamar dingin dan bisa diatur fan dan tempertaur nya pasti kembali lagi ke bumi surabaya dengan syarat siti inggil bebas asap rokok,restaurant konsep outdoor tradisional ooutdoor bersih rapi sayang bebas asap rokok bebas asap rokok nikmat situasi outdoor udara segar outdated interior design tolong bathtub shower fungsi ac dingin atur fan tempertaur bumi surabaya syarat siti inggil bebas asap rokok
4,"hotel di tengah kota surabaya tetapi ketika masuk berasa bukan di sby karena sejuk dan banyak pepohonan. hotel nya sudah lama jadi mungkin perlu perbaikan di kamarnya, misal pintu kamar mandi yang miring dan tidak ada kunci nya, beberapa yellow spot di kamar dan kamar mandi, karpet kamar yang terasa berdebu. tapi koridor hotel dan lift nya khas bau sereh dan menu breakfastnya enak dan beragam, karyawan hotel sangat ramah dan helpfull.",hotel di tengah kota surabaya tetapi ketika masuk berasa bukan di surabaya karena sejuk dan banyak pepohonan hotel ya sudah lama jadi mungkin perlu perbaikan di kamarnya misal pintu kamar mandi yang miring dan tidak ada kunci nya beberapa yellow spot di kamar dan kamar mandi karpet kamar yang terasa berdebu tapi koridor hotel dan lift ya khas bau sereh dan menu breakfastnya enak dan beragam karyawan hotel sangat ramah dan helpfull,kota surabaya asa surabaya sejuk pohon pintu mandi miring kunci yellow spot mandi karpet asa debu koridor lift khas bau sereh menu breakfastnya agam karyawan ramah helpfull
5,"kemarin tanggal 24 april saya menginap di sini, awalnya kesan pertama hotelnya cukup elegan dan mewah dan setelah masuk kekamar juga merasa demikian, tetapi lama-kelamaan AC kamar tidak dingin, apalg hawa surabaya lagi panas2nya nih, lalu saya lapor ke FO lalu di datangkan teknisi, setelah teknisi dtg suruh ngu sekitar 20 menit, ternyata suhu tidka turun dan tetap panas, lalu saya lapor lagi datanglagi teknisi ke 2, setelah diperbaiki katanya semuanya normal tidak ada apa2 suruh ngu 20 menit lagi, setelah itu saya lapor lagi tdk dingin dan di carikan kamar yg lain. cukup dingin kamar yg baru, okelah meskipun menunggu nya agak lama nih. brekafast oke, kolam renang oke, good job thanx",kemarin tanggal april saya menginap di sini awalnya kesan pertama hotel cukup elegan dan mewah dan setelah masuk kekamar juga merasa demikian tetapi lama kelamaan ac kamar tidak dingin apalagi hawa surabaya lagi panasnya nih lalu saya lapor ke fo lalu di datangkan teknisi setelah teknisi datang disuruh ngu sekitar menit ternyata suhu tidka turun dan tetap panas lalu saya lapor lagi datanglagi teknisi ke setelah diperbaiki katanya semuanya normal tidak ada apa apa disuruh ngu menit lagi setelah itu saya lapor lagi tidak dingin dan di carikan kamar yang lain cukup dingin kamar yang baru okelah meskipun menunggu ya agak lama nih brekafast oke kolam renang oke good job thanx,kemarin tanggal april inap kesan elegan mewah ac dingin hawa surabaya panas lapor fo teknisi teknisi suruh ngu menit suhu tidka turun panas lapor datanglagi teknisi normal suruh ngu menit lapor dingin dingin tunggu brekafast renang job thanx
5,"Bagus,luas kamarnya. Breakfast nya enak semua banyak pilihan. Keren sih",bagus luas kamarnya breakfast ya enak semua banyak pilihan keren sih,luas pilih keren
4,"Enak bgt buat liburan bersama keluarga, suasananya enak bgt. Makanan jg enak2, menunya banyak. Buffet dinnernya the best sih cuman 197k (termasuk menu yg di japanese restaurant). . Pegawai ramah, nilai plus bgt nih hotel punya klinik karyawan. Ada masjid juga di di belakang (bukan basement tp memang dekat parkiran). . Alangkah lebih baik apabila kebersihan kamar lebih ditingkatkan ya. Terutama kmr mandinya 😊",enak banget buat liburan bersama keluarga suasananya enak bgt makanan juga enak menunya banyak buffet dinnernya the best sih cuman k termasuk menu yang di japanese restaurant pegawai ramah nilai plus banget nih hotel punya klinik karyawan ada masjid juga di di belakang bukan basement tapi memang dekat parkiran alangkah lebih baik apabila kebersihan kamar lebih ditingkatkan ya terutama kmr mandinya,libur keluarga makan menu buffet dinnernya the cuman menu japanese restaurant ramah nilai plus klinik karyawan masjid basement parkir alangkah bersih tingkat utama kmr mandi
5,"Kami menginap pada tanggal 4-5 februari 2023.sabtu-minggu.dapat kamar di lantai 17.nomer 1757. Hotelnya mewah,bagus,bersih asri kolamnya bagus,kamar tidurnya besar,sangat memuaskan.",kami menginap pada tanggal februari sabtu minggu dapat kamar di lantai nomer hotel mewah bagus bersih asri kolamnya bagus kamar tidurnya besar sangat memuaskan,inap tanggal februari sabtu minggu lantai nomer mewah bersih asri tidur muas
3,"Staycation di surabaya saat lebaran nih ceritanya. Kesan pertama saat drop off. Wow ini hotel lama tapi cukup terawat. Saat cek in juga cepat prosesnya dan langsung dapat kamar pukul 13.30. Masuk kamar, bed nya oke, king size ukuran 200x200, view nya city, nice. Untuk bathroomnya bathup nya untuk lubang pembuangan airnya tidak bisa berfungsi (tp berhubung sudah saya sabun semua jadi males dah mau komplain hahaha), closetnya model duduk tapi udah lama dan tempat dudukannya bocel2 dan tangki airnya retak, tapi masih bisa berfungsi dengan baik. Hair dryernya kalo kelamaan pake mati sendiri, jd kudu berhenti dulu bbrp saat baru bisa dipake lagi. Untuk breakfast nya penuh. Tidak ada sosial distancing, tapi semua makanan diambilkan oleh staf nya (👍).",staycation di surabaya saat lebaran nih ceritanya kesan pertama saat drop off wow ini hotel lama tapi cukup terawat saat cek ini juga cepat prosesnya dan langsung dapat kamar pukul masuk kamar bed ya oke king size ukuran x view ya city nice untuk bathroomnya bathup ya untuk lubang pembuangan airnya tidak bisa berfungsi tp berhubung sudah saya sabun semua jadi malas sudah mau komplain hahaha closetnya model duduk tapi sudah lama dan tempat dudukannya bocel dan tangki airnya retak tapi masih bisa berfungsi dengan baik hair dryernya kalau kelamaan pakai mati sendiri jadi kudu berhenti dulu beberapa saat baru bisa dipakai lagi untuk breakfast ya penuh tidak ada sosial distancing tapi semua makanan diambilkan oleh staf ya,staycation surabaya lebaran cerita kesan drop off wow awat cek cepat proses bed king size ukur view city nice bathroomnya bathup lubang buang air fungsi hubung sabun malas komplain hahaha closetnya model duduk duduk bocel tangki air retak fungsi hair dryernya mati kudu henti penuh sosial distancing makan ambil staf
5,Mengikuti dan mengawal juragan saja ikut senang. Hotel ini cukup terawat untuk seukuran hotel dengan umur yang boleh di bilang dewasa. Mantab,mengikuti dan mengawal juragan saja ikut senang hotel ini cukup terawat untuk seukuran hotel dengan umur yang boleh di bilang dewasa mantab,juragan senang awat ukur umur bilang dewasa mantab
